citation,label
"Based on this point, the study could reduce other bias compared to previous studies [ |B20| - |B25| ].",NC
"Besides, in the existing studies, personalized summarization is often conducted with the help of a query (Sun, 2008; You et al., 2011) or a static user profile (Diaz and Gerv?s, 2007), and most studies only use the local content from target document(s) or the user profile, with little attention paid to the rich social contextual information affiliated with them.",NC
"Besides, our model, as being linguistically motivated, is also more expressive than the formally syntax-based models of Chiang (2005) and Wu (1997).",NC
"Both Charniak (2000) and Bikel (2004) were trained using the goldstandard tags, as this produced higher accuracy on the development set than using Ratnaparkhi (1996)s tags.",NC
"Both the global models (Liang et al., 2006; Watanabe et al., 2007) use fairly small training sets, and there is no evidence that their techniques will scale to larger data sets.",NC
"Brill?s results demonstrate that this approach can outperform the Hidden Markov Model approaches that are frequently used for part-of-speech tagging (Jelinek, 1985; Church, 1988; DeRose, 1988; Cutting et al., 1992; Weischedel et al., 1993), as well as showing promise for other applications.",NC
"Brill's results demonstrate that this approach can outperform the Hidden Markov Model approaches that are frequently used for part-of-speech tagging (Jelinek, 1985; Church, 1988; DeRose, 1988; Cutting et al., 1992; Weischedel et al., 1993), as well as showing promise for other applications.",NC
"Brin proposed the bootstrapping method for relation discovery (Brin, 1998). Agichtein improved Brin?s method by adopting the constraint of using a named entity tagger (Agichtein and Gravano, 2000).",NC
"Briscoe et al. ( ) split the 700 sentences in DepBank into a test and development set, but the latter only consists of 140 sentences which was not enough to reliably create the transformation.",NC
"Brown's interpretation of the poem is wrongheaded and confused, but his analysis of the poem's relation to earlier sources is convincing (see Medieval Lyric and the Latin Tradition [New York, 1923]).",NC
"By incorporating this similarity function into the axiomatic retrieval models, we show that query expansion using the information from only WordNet can lead to significant improvement of retrieval performance, which has not been shown in the previous studies ( )",NC
"However, few of these methods have explicitly addressed the tension between word alignments and the syntactic processes that employ them ( ).",CC
"However, for de Gouveia and Inglesi-Lotz (2021), this key point is confusing to readers.",CC
"By increasing the size of the basic unit of translation, phrase-based machine translation does away with many of the problems associated with the original word-based formulation of statistical machine translation (Brown et al., 1993).",NC
"However, it seems unrealistic to expect a one-size-fits-all approach to be achieve uniformly high performance across varied languages, and, in fact, it doesnt. Though the system presented in (Dasgupta and Ng, 2007) outperforms the best systems in the 2006 PASCAL challenge for Turkish and Finnish, it still does significantly worse on these languages than English (F-scores of 66.2 and 66.5, compared to 79.4).",CC
"By segmenting words into morphemes, we can improve the performance of natural language systems including machine translation (Brown et al. 1993) and information retrieval (Franz, M. and McCarley, S. 2002).",NC
"Careful monitoring of tissue high-energy phosphate and glycogen levels, as well as lactate accumulation suggested that prior preconditioning reduced energy utilisation during sustained ischaemia in preconditioned hearts.|R07| Similar energy-sparing effects were reported by others.|R35|,|R36| Whether these changes were sufficient to account for the improvement in recovery or whether they are merely the consequence of protection elicited by preconditioning, needs to be further investigated.",NC
"However, our findings differ from those of Yan and colleagues (14), who reported MIP-2 expression (by immunohistochemical analysis) in the corneal epithelium in herpes simplex keratitis.",CC
"However, such constructions prove to be difficult for stochastic parsers (Collins et al., 1999) and they either avoid tackling the problem (Charniak, 2000; Bod, 2003) or only deal with a subset of the problematic cases (Collins, 1997).",CC
Clegg and Shepherd ( ) do not provide separate precision and recall numbers.,NC
"Collins (2000) and Collins and Duffy (2002) rerank the top N parses from an existing generative parser, but this kind of approach 1Dynamic programming methods (Geman and Johnson, 2002; Lafferty et al., 2001) can sometimes be used for both training and decoding, but this requires fairly strong restrictions on the features in the model.",NC
"Collins et al. (1999) applied the parser of Collins (1997) developed for English, to Czech, and found that the performance was substantially lower when compared to the results for English.",NC
"However, when there is no independent evidence to support separate representations ? as is the case for light and heavy verbs ? the modular account is on shaky ground.",CC
"Collinss (Bikels) Parser Collinss statistical parser (CBP; (Collins, 1997)), improved by Bikel (Bikel, 2004), is based on the probabilities between head-words in parse trees.",NC
"IBM Model1 (Brown et al., 1993) is a simplistic model which takes no account of the subtler aspects of language translation including the way word order tends to differ across languages.",CC
"Compared to earlier word-based methods such as IBM Models (Brown et al., 1993), phrase-based methods such as PHARAOH are much more effective in producing idiomatic translations, and are currently the best performing methods in SMT (Koehn and Monz, 2006).",NC
"Compared to other approaches, c.f. ( Kaplan and Maxwell, 1996 ), the built-in WCDG parser provides a much better feedback by pinpointing possible reasons for the current grammar being unable to produce the desired parsing result .",NC
"In a recent study by Finkel et al., (2005), nonlocal information is encoded using an independence model, and the inference is performed by Gibbs sampling, which enables us to use a stateof-the-art factored model and carry out training efficiently, but inference still incurs a considerable computational cost.",CC
"In addition, the clustering methods used, such as HMMs and Browns algorithm (Brown et al., 1992), seem unable to adequately capture the semantics of MNs since they are based only on the information of adjacent words.",CC
"Compared to the baseline from ( ), the new method improves the BLEU scores significantly.",NC
"Compared with other word alignment algorithms (Brown et al., 1993; Gale and Church, 1991a), word_align does not require sentence alignment as input, and was shown to produce useful alignments for small and noisy corpora.",NC
"Current tree-based models that integrate linguistics and statistics, such as GHKM (Galley et al., 2004), are not able to generalize well from a single phrase pair.",NC
"Despite relying on a the same concept, our approach outperforms BE in most comparisons, and it often achieves higher correlations with human judgments than the string-matching metric ROUGE (Lin, 2004).",NC
"Even though prior work (Teufel et al., 2006) argues that citation text is unsuitable for summarization, we show that in the framework of multi-document survey creation, citation texts can play a crucial role.",NC
"Even though there has been a great deal of recent work on this problem (cf. [14, Chap. 11], [25, Sect. 2]), especially concerning the construction of networks from triplets (i.e. binary phylogenetic trees with three leaves) [10, 13, 15, 16, 18, 19, 32]), there is a fundamental obstacle to this approach: The trees displayed by a phylogenetic network do not necessarily determine or encode the network [10] (even on 3 species?see e.g. Fig. 1) and, in fact, we do not even know when a phylogenetic network is uniquely determined by all of the trees that it displays [34].",NC
"In contrast, standard phrase-based models (Koehn et al., 2003) assume a mostly monotone mapping between source and target, and therefore cannot adequately model these phenomena.",CC
"For example, it is not easy for us to replicate the bibliometric analysis in de Gouveia and Inglesi-Lotz?s study since the data source and search field used in their study have not been pointed out clearly.",CC
"In fact, if punctuation occurs before the head, it is not generated at all a deficiency in the parsing model that appears to be a holdover from the deficient punctuation handling in the model of Collins (1997).",CC
"In general, these authors have found that existing lexicalized parsing models for English (e.g., Collins 1997) do not straightforwardly generalize to new languages; this typically manifests itself in a severe reduction in parsing performance compared to the results for English.",CC
"Even with the current incomplete set of semantic templates, the hypertagger brings realizer performance roughly up to state-of-the-art levels, as our overall test set BLEU score ( ) slightly exceeds that of Cahill and van Genabith ( ), though at a coverage of 96% instead of 98%.",NC
Experimental results indicate that our model outperforms Haghighi and Kleins (2007) coreference model by a large margin on the ACE data sets and compares favorably to a modified version of their model.,NC
"Experiments show that Frin is less dependent on the input data order and runs faster than Cass. Moreover, Frin constructs a simpler network than other available methods.",NC
"In particular, the model in Collins (1997) failed to generate punctuation, a deficiency of the model.",CC
"Finally, confidence in the grant proposal expressed through certainty terms and causal language has a positive effect, but in contrast to earlier work (Markowitz 2019) we do not find any effect of tentative terms.",NC
"In previous alignment methods, some researchers modeled the alignments with different statistical models (Wu, 1997; Och and Ney, 2000; Cherry and Lin, 2003). Some researchers use similarity and association measures to build alignment links (Ahrenberg et al., 1998; Tufis and Barbu, 2002). However, All of these methods require a large-scale bilingual corpus for training.",CC
"Finally, we show that our contextually richer rules provide a 3.63 BLEU point increase over those of (Galley et al., 2004).",NC
"First, the analysis of our results shows that with our three local feature sets only, we obtain substantially better results than (Hillard et al., 2003).",NC
"In short, this experiment confirms Weist?s previous finding that children understand tense markings in the auxiliary system as conveying tense. It therefore casts doubt on the Aspect First Hypothesis to the extent it shows that children understand tense in an adultlike fashion, at least in these experimental conditions.",CC
Five large intervention studies were also published by him within 18 months.(|ref10|) The editor of the BMJ was cautioned about the work by several researchers.,CC
"For example, 10 million words of the American National Corpus (Ide et al., 2002) will have manually corrected POS tags, a tenfold increase over the Penn Treebank (Marcus et al., 1993), currently used for training POS taggers.",NC
"For example, in the unification-based approach ( Johnston 1998 ), one temporal constraint indicates that speech and gesture can be combined only when the speech either overlaps with gesture or follows the gesture within a certain time frame .",NC
"For example, Johnson et al . ( 1999 ) and Riezler et al . ( 2002 ) use all parses generated by an LFG parser as input to an MRF approach given the level of ambiguity in natural language, this set can presumably become extremely large .",NC
"For example, the adaptor grammars for syllable structure presented in sections 3.3 and 3.6 learn more information about syllable onsets and codas than the PCFGs presented in Goldwater and Johnson ( ).",NC
"For example, the analysis illustrated in Figure 2 shows that the work of Ken Church (1988) on part-of-speech tagging received significant positive feedback during the 1990s and until early 2000s before it started to receive more negative feedback.",NC
"For example, the statistical word alignment in IBM translation models (Brown et al. 1993) can only handle word to word and multi-word to word alignments.",NC
"For example, we would like to know that if a (JJ, JJ) 7We also tried using word clusters (Brown et al., 1992) instead of POS but found that POS was more helpful.",NC
"For instance, our coreference system mistakenly identifies an antecedent for many non-anaphoric common nouns in the absence of anaphoricity information ( Ng and Cardie, 2002a ).",NC
"For statistical machine translation (SMT), phrase-based methods (Koehn et al., 2003; Och and Ney, 2004) and syntax-based methods (Wu, 1997; Alshawi et al. 2000; Yamada and Knignt, 2001; Melamed, 2004; Chiang, 2005; Quick et al., 2005; Mellebeek et al., 2006) outperform word-based methods (Brown et al., 1993).",NC
"For supervised methods, summarization is often regarded as a classification task or a sequence labeling task at sentence level, and many supervised learning algorithms have been investigated including Hidden Markov Models (Conroy and O'leary, 2001), Support Vector Regression (You et al., 2011), Factor Graph Model (Yang et al., 2011), etc. However, such a supervised learning paradigm often requires a large amount of labeled data, which are not available in most cases.",NC
"For the Penn Treebank, Ratnaparkhi (1996) reports an accuracy of 96.6% using the Maximum Entropy approach, our much simpler and therefore faster HMM approach delivers 96.7%.",NC
"For the results in this paper, we have used Pointwise Mutual Information (PMI) instead of IBM Model 1 (Brown et al., 1993), since (Rogati and Yang, 2004) found it to be as effective on Springer, but faster to compute.",NC
"For unknown words, SCL gives a relative reduction in error of 19.5% over Ratnaparkhi (1996), even with 40,000 sentences of source domain training data.",NC
"Formal complexity analysis has not been carried out, but my algorithm is simpler, at least conceptually, than the variable-word-order parsers of Johnson (1985), Kashket (1986), and Abramson and Dahl (1989).",NC
"Furthermore, most (antihypertensive) trials in which the clinical effects of RAAS inhibitors were evaluated were underpowered for this endpoint |EHS075C9| _ |EHS075C11|.",NC
"Furthermore, we provide a 63.8% error reduction compared to IBM Model 4 (Brown et al., 1993).",NC
Gerdemann 1991 partly overcame this problem by incorporating a head-driven strategy into Earley 's algorithm .,NC
"Hearst (1992) and Mulder et al. (2004) describe systems that make use of argument structure features coupled with lexical information, though neither provides implementation details or experimental results.",NC
"Jing and McKeown (2000) have proposed a rule-based algorithm for sentence combination, but no results have been reported.",CC
"Hidden Markov Models (HMMs) (Huang et al. 1990) offer a powerful statistical approach to this problem, though it is unclear how they could be used to recognise the units of interest to phonologists",NC
"Hierarchical approaches to machine translation have proven increasingly successful in recent years (Chiang, 2005; Marcu et al., 2006; Shen et al., 2008), and often outperform phrase-based systems (Och and Ney, 2004; Koehn et al., 2003) on target-language fluency and adequacy.",NC
"Kaplan et al. (2009) investigate coreferences and citations as well, but only at a very small scale (4 articles from the Computational Linguistics journal)",CC
"Kennedy and Inkpen (2006) and Hu and Liu (2004) proposed to use a manually-constructed list of polarity-shifters. However, it has limitations due to the diversity of expressions.",CC
"Krippendorff's ordinal a (Hayes and Krippendorff, 2007) was 0.66 (1,000 bootstrapped samples) indicating a modest degree of agreement, at which, however, tentative conclusions can be drawn.",CC
"Lexical relationships under the standard IBM models (Brown et al., 1993) do not account for many-to-many mappings, and phrase extraction relies heavily on the accuracy of the IBM word-toword alignment.",CC
"Leydesdorff and Zhou (2007) use journals as the unit of analysis and extract articles from a set of core journals. Using ?betweeness centrality? as an indicator for measuring the interdisciplinarity of scientific journals, they distinguish a set of three core nanotechnology journals and a group of 85 journals related to them from which they identify ten core journals on nanotechnology. One of the drawbacks of this approach is that it only covers a small share of the literature.",CC
"Like WASP1, the phrase extraction algorithm of PHARAOH is based on the output of a word alignment model such as GIZA++ (Koehn et al., 2003), which performs poorly when applied directly to MRLs (Section 3.2).",CC
"Luckily, from the net increase rate perspective, the small increase (about 0.4%) of the number of new records may not influence the main conclusions in the econometric analysis section of de Gouveia and Inglesi-Lotz (2021). However, there is still room for improvement in the updated search query.",CC
"However, due to the lack of a fine grained NER tool at hand, we employ the Stanford NER package (Finkel et al., 2005) which identifies only four types of named entities.",NC
"However, to what extent that assumption holds is tested only on a small number of language pairs using hand aligned data (Fox, 2002; Hwa et al., 2002; Wellington et al., 2006).",CC
"However, work in that direction has so far addressed only parse reranking (Collins and Duffy, 2002; Riezler et al., 2002).",NC
"If we consider these probabilities as a vector, the similarities of two English words can be obtained by computing the dot product of their corresponding vectors.2 The formula is described below: similarity(ei, ej) = Nsummationdisplay k=1 p(ei|fk)p(ej|fk) (3) Paraphrasing methods based on monolingual parallel corpora such as (Pang et al., 2003; Barzilay and Lee, 2003) can also be used to compute the similarity ratio of two words, but they dont have as rich training resources as the bilingual methods do.",NC
"Methods like McDonalds, including the wellknown Maximal Marginal Relevance (MMR) algorithm (Goldstein et al., 2000), are subject to another problem: Summary-level redundancy is not always well modeled by pairwise sentence-level redundancy.",CC
"In (Hall, 1996), the author found that serving on a committee can positively predict participation in Congress, but that seniority was not a good predictor. His measure only looked at six bills in three committees, so his method is by far not as comprehensive as the one that we present here",NC
"In addition, the performance of the adapted model for Joint S&T obviously surpass that of (Jiang et al., 2008), which achieves an F1 of 93.41% for Joint S&T, although with more complicated models and features.",NC
"Moreover, the authors in this study could not adjust for total energy intake and body mass index because it was based on the ISAAC questionnaire [|B35-nutrients-05-03399|].",CC
"In addition, the semi-supervised Morce performs (on single CPU and development data set) 77 times faster than the combination and 23 times faster than (Shen et al., 2007).",NC
"In addition, uniform conditioning on mother grammatical function is more general than the case-phenomena specific generation grammar transform of (Cahill and van Genabith, 2006), in that it applies to each and every sub-part of a recursive input f-structure driving generation, making available relevant generation history (context) to guide local generation decisions.",NC
"In comparison, the 2D model in Figure 2(c) used in previous work (Ding et al., 2008) can only model the interaction between adjacent questions.",NC
"In contrast to existing approaches (Jayaraman and Lavie, 2005; Rosti et al., 2007), the context of the whole corpus rather than a single sentence is considered in this iterative, unsupervised procedure, yielding a more reliable alignment.",NC
"In his book Hofmannsthal and His Audience (New Haven, 1946), Carter states that the first performance of the play was in 1903, but new evidence has since revealed that it actually took place ten years earlier.",NC
"In Owczarzak (2008), the method achieves equal or higher correlations with human judgments than METEOR (Banerjee and Lavie, 2005), one of the best-performingautomaticMTevaluationmetrics.",NC
"Most recently, (Takamura et al., 2005) reports on the use of spin models to infer the semantic orientation of words. The paper's global optimization approach and use of multiple sources of constraints on a word's semantic orientation is similar to ours, but the mechanism differs and they currently omit the use of syntactic information.",CC
"In Paskin ( 2002 ), the distribution is fixed to be uniform, so the only model parameters are the conditional multinomial distributions that encode which head words take which other words as arguments .",NC
"In pursuit of better translation, phrase-based models (Och and Ney, 2004) have significantly improved the quality over classical word-based models (Brown et al., 1993).",NC
"In recent years, various phrase translation approaches (Marcu and Wong, 2002; Och et al., 1999; Koehn et al., 2003) have been shown to outperform word-to-word translation models (Brown et al., 1993).",NC
"Nevertheless, some of the positive findings involving non-PCR based methods, such as serology, immunohistochemistry and fluorescence in situ hybridization (FISH), that have seemingly detected XMRV or similar viruses in human samples have yet to be fully explained. |pone.0036072-Urisman1|, |pone.0036072-Arnold1|, |pone.0036072-Lombardi1|.",CC
"In statistical translation models (Brown et al., 1993), only one-to-one and more-to-one word alignment links can be found .",NC
"In statistical translation models (Brown et al., 1993), only one-to-one and more-to-one word alignment links can be found.",NC
"In such a process, original phrase-based decoding (Koehn et al., 2003) does not take advantage of any linguistic analysis, which, however, is broadly used in rule-based approaches.",NC
"In terms of alignment, this word-number difference means that multiword connections must be considered, a task which is beyond the reach of methods proposed in recent alignment works based on Brown et al.'s (1993) Model 1 and 2.",NC
"In the biofeedback study (Schoenberget al |CR52|), half the patients (17 participants) were on various medications which may have affected autonomic response;",NC
"Och and Ney ( 2003 ) is the most extensive analysis to date of how many different factors contribute towards improved alignments error rates, but the inclusion of word-alignments is not considered .",CC
"In the thriving area of research on automatic analysis and processing of product reviews (Hu and Liu 2004; Turney 2002; Pang and Lee 2005), little attention has been paid to the important task studied here assessing review helpfulness.",NC
"In this case, existing tag-based summarization methods will fail to produce a personalized summary (Boydell and Smyth, 2007; Zhu et al., 2009), since the user-related tags may be absent for that document.",NC
"On the other hand, existing unsupervised semantic parsers (Poon and Domingos, 2009) do not handle deeper linguistic phenomena such as quantification, negation, and superlatives.",CC
"In this case, vaccination rates for the MMR immunisation plummeted when a study published by a high profile research group in a prestigious journal claimed a tenuous (and later discredited) connection between the immunisation and rates of autism |R29|.",CC
One conclusion that we can draw is that at present the additional word features used in Ratnaparkhi (1996) looking at words more than one position away from the current do not appear to be helping the overall performance of the models.,CC
"Methods like McDonalds, including the wellknown Maximal Marginal Relevance (MMR) algorithm (Goldstein et al., 2000), are subject to another problem: Summary-level redundancy is not always well modeled by pairwise sentence-level redundancy.",CC
"One of the major problems with the IBM models (Brown et al., 1993) and the HMM models (Vogel et al., 1996) is that they are restricted to the alignment of each source-language word to at most one targetlanguage word.",CC
"One prominent constraint of the IBM word alignment models (Brown et al., 1993) is functional alignment, that is each target word is mapped onto at most one source word.",CC
"In this paper we show that, in fact, this tripartition metric does not satisfy the separation axiom of distances (zero distance means isomorphism, or, in a more relaxed version, zero distance means indistinguishability in some specific sense) in any of the subclasses of phylogenetic networks where it is claimed to do so.",NC
"In what concerns the evaluation process, although ROUGE (Lin, 2004) is the most common evaluation metric for the automatic evaluation of summarization, since our approach might introduce in the summary information that it is not present in the original input source, we found that a human evaluation was more adequate to assess the relevance of that additional information.",NC
"Inside-out alignments (Wu, 1997), such as the one in Example 1.3, cannot be induced by any of these theories; in fact, there seems to be no useful synchronous grammar formalisms available that handle inside-out alignments, with the possible exceptions of synchronous tree-adjoining grammars (Shieber and Schabes, 1990), Bertsch and Nederhof (2001) and generalized multitext grammars (Melamed et al., 2004), which are all way more complex than ITG, STSG and (2,2)-BRCG.",NC
"Other content citation analysis research which is relevant to our work concentrates on relating textual spans to authors descriptions of other work. For example, in O Connor s (1982) experiment, citing statements (one or more sentences referring to other researchers work) were identified manually. The main problem encountered in that work is the fact that many instances of citation context are linguistically unmarked.",CC
"Inversion Transduction Grammar ( ITG ) ( Wu, 1997 ) and Syntax-Directed Translation Schema ( SDTS ) ( Aho and Ullman, 1969 ) lack both of these properties .",NC
"Other statistical systems that address word classification problems do not emphasize the use of linguistic knowledge and do not deal with a specific word class [Brown et al., 1992 ], or do not exploit as much linguistic knowledge as we do [Pereira et al., 1993].",CC
"It has also been linked with various psychosocial risk factors |pone.0057544-WalkerBone1|, but most studies to date have been cross-sectional, making it difficult to exclude reverse causation (eg that the occurrence of pain leads to lower mood and perceived dissatisfaction with work).",NC
"It has been difficult to identify all and only those cases where a token functions as a discourse connective, and in many cases, the syntactic analysis in the Penn TreeBank (Marcus et al., 1993) provides no help.",NC
"It has the advantage of naturally capturing local reorderings and is shown to outperform word-based machine translation (Koehn et al., 2003).",NC
It is faster and more mnemonic than the one in Dunning (1993).,NC
"It is helpful to compare this approach with recent efforts in statistical MT. Phrase-based models (Koehn et al., 2003; Och and Ney, 2004) are good at learning local translations that are pairs of (consecutive) sub-strings, but often insufficient in modeling the reorderings of phrases themselves, especially between language pairs with very different word-order.",NC
John Duncan's view that this poem evokes an aura of mysticism is essentially wrongheaded and unfounded.,NC
"Judge et al (2006) produced a corpus of 4,000 questions annotated with syntactic trees, and obtained an improvement in parsing accuracy for Bikels reimplementation of the Collins parser (Collins, 1997) by training a new parser model with a combination of newspaper and question data.",NC
"Many approaches for POS tagging have been developed in the past, including rule-based tagging (Brill, 1995), HMM taggers (Brants, 2000; Cutting and others, 1992), maximum-entropy models (Rathnaparki, 1996), cyclic dependency networks (Toutanova et al., 2003), memory-based learning (Daelemans et al., 1996), etc. All of these approaches require either a large amount of annotated training data (for supervised tagging) or a lexicon listing all possible tags for each word (for unsupervised tagging).",NC
"Many supervised learning algorithms have been applied to this area. These algorithms today are reasonably successful when provided with enough labeled or annotated training examples. For example, there are Naive Bayes (McCallum and Nigam, 1998), Rocchio (Lewis et al., 1996), Nearest Neighbor (kNN) (Yang et al., 2002), TCFP (Ko and Seo, 2002), and Support Vector Machine (SVM) (Joachims, 1998). However, the supervised learning approach has some difficulties.",NC
"Mellish et al . ( 1998 ) and Karamanis and Manurung ( 2002 ) present algorithms based on genetic programming, and Lapata ( 2003 ) uses a graph-based heuristic algorithm, but none of them can give any guarantees about the quality of the computed ordering .",NC
"METEOR was chosen since, unlike the more commonly used BLEU metric (Papineni et al., 2002), it provides reasonably reliable scores for individual sentences.",NC
"More recent work (McCallum 2003; Zhou et al. 2003; Riezler and Vasserman 2004) has considered methods for speeding up the feature selection methods described in Berger, Della Pietra, and Della Pietra (1996), Ratnaparkhi (1998), and Della Pietra, Della Pietra, and Lafferty (1997).",NC
"Moreover, Ng et al. (2006) examine the FS of the weighted log-likelihood ratio (WLLR) on the movie review dataset and achieves an accuracy of 87.1%, which is higher than the result reported by Pang and Lee (2004) with the same dataset.",NC
"Moreover, the parameters of the model must be estimated using averaged perceptron training (Collins, 2002), which can be unstable.",NC
"Morphological segmentation decisions in our model are delegated to a lexeme-based PCFG and we show that using a simple treebank grammar, a data-driven lexicon, and a linguistically motivated unknown-tokens handling our model outperforms ( ) and ( ) on the joint task and achieves state-of-the-art results on a par with current respective standalone models.",NC
"Most of approaches to the ACE RDC task involved supervised learning such as kernel methods ( Zelenko et al., 2002 ) and need richly annotated corpora which are tagged with relation instances. The biggest problem with this approach is",NC
"Most of the hypotheses of Markowitz were supported, but some were not.",NC
"Most recently, McDonald et al. (2005) have implemented a dependency parser with good accuracy (it is almost as good at dependency parsing as Charniak (2000)) and very impressive speed (it is about ten times faster than Collins (1997) and four times faster than Charniak (2000)).",NC
"Most works done to create English POS taggers henceforth, taggers, for example, include (Church 1988). The problem with this framework, however, is that such reliable corpora are hardly available due to a huge amount of the labor-intensive work required.",NC
"Multi-document summarization has been well studied, and a couple of systems have been developed.We test LexRank (Erkan and Radev, 2004), a state-of-the-art summarization system and find a sharp drop of ROUGE-2, from 0.3894 on news to 0.2871 on tweets",NC
"Nie et al. (1999) tried to automatically discover parallel Web documents. They assumed a Web page?s parents might contain the links to different versions of it and Web pages with the same content might have similar structures and lengths. Resnik (1999) addressed the issue of language identification for finding Web pages in the languages of interest. Yang et al. (2003) presented an alignment method to identify one-to-one Chinese and English title pairs based on dynamic programming. These methods often require powerful crawlers to gather sufficient Web data, as well as more network bandwidth and storage.",NC
"Note also that I disagree with Livezey and Zusi ([64]: character 1142) regarding the condition in Pelecanus, which I interpreted as possessing the plesiomorphic state (Figure 12).",NC
"Note that although the MEAD distribution also includes an optional feature calculated using the LexRank graph-based algorithm (Erkan and Radev, 2004), this feature could not be used since it takes days to compute for very long documents such as ours, and thus its application was not tractable.",NC
"Note that the minimum error rate training (Och, 2003) uses only the target sentence with the maximum posterior probability whereas, here, the whole probability distribution is taken into account.",NC
"Note that this calls into question analyses of agreements based on a single coder's tagging effort, e.g. Walker 1996.",CC
"On the 5 datasets in (Hu and Liu, 2004), opine's precision is 22% higher than Hu's at the cost of a 3% recall drop.",NC
"On the other hand, in spite of several attempts ( ) the organization of the consonant inventories lacks a satisfactory explanation.",NC
One study included 3 variables in the scoring system but did not construct a ROC curve to show its the predictive power (22).,NC
"Polanyi and Zaenen (2006) observe that a central topic may be divided into subtopics in order to perform evaluations. Similar to Somasun-daran et al. (2008), Asher et al. (2008) advocate a discourse-level analysis in order to get a deeper understanding of contextual polarity and the strength of opinions. However, these works do not provide an implementation for their insights.",CC
"One such formalism is the third level of Weirs Control Language Hierarchy ( Weir, 1992 ) which admits sets of derivation trees generated by CFGs which are filtered by a requirement that the sequences of labels on the spines occur in some particular TAL.3 The problem with this approach is that it abandons the notion of semantic coherence of the elementary structures .",NC
"Other normal form parsers, e.g. that of Hepple and Morrill Hepple and Morrill 1989, have the same problem .",NC
"Other systems (Morinaga et al., 2002; Kushal et al., 2003) also look at Web product reviews but they do not extract opinions about particular product features.",NC
"Our accuracy for classifying agreements and disagreements is 86.9%, which is a 4.9% improvement over (Hillard et al., 2003).",NC
Pressley and Afflerbach?s (1995) rubric only lists strategies that L1 readers have been shown to use. There is no indication that readers will use any particular strategy and there is no discussion about relative frequency of use; certainly none of the studies reviewed examined nonnative speakers of English.,CC
"Previous comparisons have either focussed on context-free ( CF ) or augmented CF parsing Tomita 1987, Billot and Lang 1989, or have used relatively small, limited-coverage unification grammars and lexicons Shann 1989, Bouma and van Noord 1993, Maxwell and Kaplan 1993 .",CC
"Previous literature on GB parsing (Wehrli, 1984; Sharp, 1985; Kashket, 1986; Kuhns, 1986; Abney, 1986) has not addressed the issue of implementation of the Binding theory) The present paper intends in part to fill this gap.",CC
"Our approach not only outperformed a notoriously difficult baseline but also achieved similar performance to the approach of (Svore et al., 2007), without requiring their third-party data resources.",NC
"Our approach permits an alternative to minimum error-rate training (MERT; Och, 2003).",NC
"Previous work on sentence-based classification of scientific literature according to categories of information structure has mostly used feature-based machine learning, such as Support Vector Machines (SVM) and Conditional Random Fields (CRF) (e.g. (Teufel and Moens, 2002; Lin et al., 2006; Hiro-hata et al., 2008; Shatkay et al., 2008; Guo et al., 2010; Liakata et al., 2012)). Unfortunately, the performance of these methods is rather limited, as indicated e.g. by the relatively low numbers reported by Liakata et al. (2012)",CC
Our assessment is supported by comparing our results to those of Core and Allen 1997 who used the unadapted DRI manual -- see Table .,NC
Our best disambiguation result obtained using this last combined method somewhat improves the accuracy reported in Li and Abe 1995 .,NC
"Our experimental results show that the subjectivity classifier performs well (77% recall with 81% precision) and that the learned nouns improved upon previous state-of-the-art subjectivity results (Wiebe et al., 1999).",NC
"Our experiments on the Canadian Hansards show that our unsupervised technique is significantly more effective than picking seeds by hand (Yarowsky, 1995), which in turn is known to rival supervised methods.",NC
"Our experiments show that it outperforms mutual information, which was one of the best performing methods in previous studies ( Yang and Pedersen, 1997 ) .",NC
"Our graphical representation has two advantages over previous work (Ding et al., 2008): unifying sentence relations and incorporating question interactions.",NC
Our highest scores of 90.8% LP and 90.5% LR outperform the scores of the best previously published parser by Charniak (2000) who obtains 90.1% for both LP andLR.,NC
"Reported experiences of previous annotation projects suggest that guideline development is both an art and a science and is itself a time-consuming process (Litman and Pan, 2002; Marcus et al., 1993; Xia et al., 2000; Wiebe, 2002).",CC
"Research on adequate probability models for unification grammars is important. (Miyao et al., 2003) present a Penn-II treebank based HPSG with log-linear probability models. They achieve coverage of 50.2% on section",CC
"Our interpretation is more useful than past interpretations involving marginal constraints (Kneser and Ney, 1995; Chen and Goodman, 1998) or maximum-entropy models (Goodman, 2004) as it can recover the exact formulation of interpolated Kneser-Ney, and actually produces superior results.",NC
"Our method is a natural extension of those proposed in (Brown et al., 1992) and (Li and Abe, 1996), and overcomes their drawbacks while retaining their advantages.",NC
"Resnik (1999) addressed the issue of language identification for finding Web pages in the languages of interest. Yang et al. (2003) presented an alignment method to identify one-to-one Chinese and English title pairs based on dynamic programming. These methods often require powerful crawlers to gather sufficient Web data, as well as more network bandwidth and storage.",CC
Results disagree with Bequet and Przeworski [3] who reported a split time of 1.4 million years and an ancestral effective size of (C.I. ).,CC
Safe Food Foundation partnered with the United Kingdom's Sustainable Food Trust to actively publicize Gilles-Eric Seralini and colleagues subsequently retracted September 2012 rodent feeding trial report on herbicide tolerant maize NK603 |cit0010|.,CC
